LevelOfTrust;ScanTimeInSeconds;TotalBasketValue;ScannedProducts;CountOfVoidedScans;ActivateWithoutScan;ModifiedQuantities
3;1704;57.48;17;5;2;2
3;1106;33.24;10;9;1;1
1;1443;102.12;10;5;2;5
4;683;83.38;24;10;6;0
5;395;88.22;25;8;3;0
5;1421;73.18;17;8;9;5
6;1490;80.66;15;5;6;5
1;465;12.66;20;7;0;4
5;849;7.16;29;2;3;2
2;21;18.39;21;0;7;0
4;240;74.73;24;7;2;4
5;138;90.93;15;7;9;0
1;722;48.93;18;8;5;4
5;1274;75.76;20;7;10;3
4;1426;57.12;14;10;7;2
5;1303;68.75;27;2;8;3
5;1665;21.13;4;10;7;2
4;929;58.15;26;10;10;4
4;373;88.15;26;2;8;0
6;437;78.16;30;2;8;1
2;124;4.37;19;11;0;3
1;567;58.49;23;4;2;2
3;911;51.86;10;5;3;3
3;495;28.21;14;1;5;4
3;1713;81.82;13;1;6;5
3;193;23.64;2;7;10;3
3;457;76.52;25;2;3;1
6;914;64.84;16;5;2;4
3;1100;62.43;5;6;9;3
1;1346;96.62;9;0;0;2
6;1228;61.98;17;4;0;0
1;942;45.74;14;4;0;0
5;1014;50.33;1;6;10;3
2;1777;83.27;28;1;10;5
2;1716;80.12;29;4;3;2
2;1800;71.86;5;1;5;5
6;595;66.28;26;6;6;1
5;1468;100.8;21;3;9;4
4;3;23.71;7;3;5;4
1;1407;58.9;11;5;9;2
2;735;97.15;19;8;0;4
3;429;56.36;16;7;10;3
5;1308;2.78;28;5;3;0
1;1610;36.77;30;4;1;0
1;1250;2.78;4;2;1;4
4;952;6.24;13;9;6;3
3;774;11.58;4;2;5;4
6;298;73.34;9;11;10;5
3;499;71.71;27;7;9;3
4;645;45.42;27;6;2;0
1;738;54.86;21;1;5;1
6;1187;91.07;20;3;6;3
5;906;11.26;15;7;6;5
6;1062;5.85;14;10;9;1
6;612;3.77;20;4;6;1
3;677;98.01;26;1;8;4
6;323;7.67;9;4;8;3
3;1766;26.25;22;10;3;1
1;1528;66.26;19;6;4;4
5;1327;57.11;22;11;3;0
1;1729;29.42;15;0;5;0
5;396;59.86;26;6;4;4
4;1166;93.4;30;3;8;4
2;1656;26.71;5;5;9;2
5;1610;27.44;28;10;5;2
6;557;12.84;29;6;10;5
4;813;66.43;8;2;5;4
6;949;42.97;18;7;2;3
2;1761;76.01;4;0;10;0
1;881;36.66;10;1;1;3
4;1379;82.42;12;6;4;4
4;1109;5;3;7;5;1
4;235;51.8;27;1;7;1
4;745;49.39;10;7;5;0
6;1504;91.92;30;1;5;1
1;1174;44.98;25;11;0;5
3;1777;38.22;14;10;2;1
3;1404;18.1;24;5;5;0
4;1652;7.9;25;3;0;5
4;1203;50.75;9;5;1;5
2;792;21.54;1;0;10;0
3;617;55.17;20;10;1;4
2;949;23.47;17;1;5;1
4;650;29.92;3;5;6;2
2;1025;47.08;10;9;6;0
3;240;38.29;30;1;6;3
3;778;36.94;30;6;8;5
4;1008;68.69;16;4;9;2
6;154;41.46;25;2;4;0
3;889;44.51;20;11;7;3
1;528;22.82;12;5;0;5
5;617;26.99;11;1;1;4
5;1451;76.12;15;11;6;1
2;557;84.27;2;11;1;4
2;1424;32.12;29;1;9;2
4;1294;83.88;11;10;9;4
3;125;71.51;3;5;8;4
6;38;13.91;2;2;8;2
6;575;17.49;22;6;2;5
4;1548;81.12;25;6;1;0
5;657;20.87;23;5;0;5
4;578;58.26;10;10;2;2
4;696;58.32;2;1;5;5
2;1189;78.89;2;6;8;1
5;356;74.59;18;10;10;1
2;135;94.01;23;5;6;4
5;1556;14.32;25;7;10;1
2;1815;4.61;1;5;1;0
2;125;75.79;24;1;0;1
1;549;30.31;4;5;5;2
2;1847;101.52;7;0;10;5
3;1406;6.97;21;1;5;3
3;172;51.43;25;7;0;4
5;1507;96.25;17;2;7;0
3;1325;34.22;14;7;1;1
5;386;94.89;5;2;8;2
2;451;2.54;26;2;6;4
5;786;5.63;10;5;6;0
1;1539;91.36;8;0;4;0
5;224;73.8;3;11;9;4
3;599;3.17;12;2;9;5
1;281;25.59;29;7;1;3
2;262;82.68;22;7;5;4
1;922;90.15;24;4;4;4
2;574;91.97;12;8;2;1
5;1588;87.38;22;7;8;4
5;1550;69.72;18;2;6;4
1;1417;24.25;27;10;5;1
6;1326;96.18;21;1;7;0
6;1600;27.21;25;0;4;5
6;945;68.43;29;2;2;1
4;853;2.53;30;5;6;5
3;427;83.36;29;10;4;1
6;1336;68.61;17;8;4;0
1;1063;2.41;17;3;0;2
3;20;21.79;10;2;4;0
3;679;52.01;10;5;8;4
5;1747;10.95;9;4;1;4
3;1712;94.25;19;8;4;3
1;274;39.33;11;10;4;1
2;1343;52.18;22;4;3;3
2;802;57.51;14;9;8;2
2;209;35.49;17;6;5;1
6;82;94.49;2;7;3;1
6;1726;67.98;19;8;0;1
6;1548;52.89;14;2;2;4
3;1249;41.34;5;10;8;5
5;663;17.74;23;8;6;1
3;748;81.45;26;5;2;0
5;1542;40.71;22;9;6;2
3;1743;57.05;7;9;6;1
5;341;86.01;12;5;1;5
3;250;47.02;6;8;0;3
1;909;84.81;7;2;10;3
4;388;72.3;15;1;5;0
6;411;67.38;10;10;6;2
5;1778;73.97;24;10;6;0
6;798;74.33;15;2;2;5
4;1215;95.84;17;2;2;0
5;388;96.98;8;9;7;5
6;1488;17.45;8;0;6;1
2;1508;17.54;5;8;2;5
6;927;94.76;22;10;7;4
1;1455;21.4;25;7;8;0
6;1147;12.57;30;3;7;2
5;1199;33.62;6;0;7;4
2;1582;91.8;11;7;3;4
6;1684;29.16;26;3;5;0
3;723;55.88;29;4;4;2
1;1038;96;20;3;5;0
5;32;6.69;3;2;9;1
6;891;71.85;30;2;2;1
1;1408;14.16;17;0;10;4
1;1542;24.03;20;1;1;2
2;985;6.73;6;4;2;1
2;460;70.68;27;11;7;1
1;1170;11.98;30;3;9;1
1;1572;92.92;3;11;2;1
2;1035;73.78;10;2;9;5
6;684;78.26;7;7;6;1
6;1489;30.36;6;9;1;5
3;124;51.15;30;10;0;5
6;804;70.53;10;5;5;2
6;825;22.43;15;1;8;2
6;1538;95.18;17;2;9;5
1;738;77.93;22;8;5;5
1;1604;67.17;23;2;2;1
2;63;79.38;12;1;5;1
3;1702;1.27;22;3;10;0
3;206;59.04;15;0;10;4
3;780;54.85;23;2;1;1
3;794;21.87;19;5;7;0
3;1078;70.06;6;5;8;0
3;1850;60.82;2;7;8;0
5;1218;51.56;13;10;7;4
1;1120;48.49;5;6;5;0
1;1409;28.42;10;1;4;1
3;433;9.64;19;2;10;4
5;1643;24.89;21;10;9;3
3;928;22.89;10;6;0;4
3;493;59.23;26;2;8;4
6;71;36.79;26;3;8;5
5;442;11.06;23;4;10;4
1;87;57.42;1;7;2;3
1;102;21.02;20;9;1;4
3;184;18.98;2;5;3;4
6;1741;32.78;2;8;1;3
6;666;61.19;6;1;10;4
4;1404;46.61;28;11;4;1
6;1361;22.44;9;5;5;3
5;11;24.56;5;11;4;5
1;1115;37.84;8;10;4;1
4;1881;90.07;23;0;2;5
6;1258;18.94;28;2;2;4
6;1745;30.69;10;9;10;1
5;606;28.63;26;1;2;4
6;1190;73.46;16;8;10;3
4;1740;62.16;24;4;8;1
2;515;16.37;28;1;8;1
3;1639;58.2;28;3;4;5
6;232;51.51;2;11;2;1
4;537;72.97;2;7;4;5
2;1093;104.14;4;0;8;4
4;839;41.91;18;8;6;5
1;679;17.26;4;10;6;3
2;1727;49.65;28;11;7;2
2;376;8.17;9;9;7;4
5;272;15.5;18;5;9;2
4;1457;82.36;8;8;3;3
5;718;90.17;18;4;3;3
1;1297;35.92;18;4;8;0
6;1264;14.57;7;2;6;2
4;80;45.08;24;6;4;5
3;1245;76.2;30;10;9;3
6;61;46.15;17;11;6;5
3;1361;78.58;7;8;10;0
5;1289;52.13;13;6;2;1
6;1581;57.71;20;4;4;1
4;393;27.81;14;3;6;4
6;1451;60.51;4;11;0;0
2;1040;78.37;26;0;3;4
4;337;77.84;15;0;10;0
4;1319;13.18;17;8;1;2
4;948;69.83;6;1;9;5
6;571;14.38;25;6;10;1
4;1614;63.52;2;10;8;2
1;1273;50.07;7;0;10;2
4;48;38.82;13;3;7;3
6;1698;81.3;26;5;5;3
5;772;49.22;16;6;10;4
4;237;60.88;2;4;1;3
5;1665;89.27;5;0;10;5
5;920;72.59;8;8;8;5
1;168;65.53;19;9;9;4
4;397;64.39;9;5;7;2
3;710;90.66;8;3;7;5
5;1330;12.41;9;10;4;4
4;6;85.89;20;11;6;5
1;1682;92.09;26;6;4;4
2;986;91.62;6;7;4;0
6;973;49.38;21;10;6;2
4;1178;70.34;25;6;10;0
2;85;95.58;7;1;7;4
4;1433;15.49;23;8;4;1
1;1856;32.72;23;11;6;3
2;1727;30.19;27;0;3;1
3;1245;67.59;2;8;0;0
4;786;89.77;12;4;0;4
2;1756;93.15;20;10;0;4
2;512;77.52;29;7;0;4
6;804;73.84;9;1;9;2
3;109;82.05;5;10;6;4
3;316;88.05;9;6;9;2
1;1306;94.17;29;5;3;4
4;1549;63.67;7;1;0;5
3;263;27.73;15;1;9;0
4;218;100.74;18;2;8;4
6;486;72.76;29;9;8;0
2;117;50.73;30;8;8;0
5;694;82.73;18;10;1;0
3;290;78.14;24;5;10;5
3;517;82.74;27;11;2;2
2;515;74.71;28;8;5;1
1;1845;36.7;13;9;1;3
2;1312;76.42;15;10;6;3
4;455;93.15;21;2;3;2
6;828;29.71;3;10;5;3
4;846;18.1;30;9;10;5
4;538;55.05;28;4;9;1
3;15;48.73;3;3;10;3
6;153;27.55;11;0;3;3
6;1038;95.2;22;4;0;0
5;1623;18.68;14;1;4;1
5;387;90.51;21;5;4;5
2;463;28.19;25;0;10;1
3;306;33.95;23;9;9;0
1;896;64.8;1;2;6;5
1;1104;18.36;13;4;3;4
1;27;73.66;6;4;1;5
4;1694;10.62;4;7;9;4
2;283;77.11;11;6;5;4
6;1187;58.25;20;3;3;2
3;867;89.29;10;2;3;2
1;320;26.28;8;7;8;0
6;732;50.95;29;7;8;4
4;1662;78.1;20;5;1;4
2;1870;18.7;24;0;2;5
5;1134;34.28;1;2;1;5
5;1404;80.26;23;5;6;1
6;818;43.14;18;9;8;0
3;1537;55.41;16;11;7;1
1;765;40.91;24;11;1;0
5;1554;85.65;4;6;5;2
6;596;11.03;24;2;6;2
4;604;78.15;27;4;2;4
4;474;90.23;16;5;6;5
5;436;59.75;21;6;9;4
5;868;73.92;24;8;7;3
4;368;12.38;26;5;10;3
5;1701;56.59;23;11;0;5
2;533;69.92;15;8;9;1
5;1476;67.34;7;11;0;0
2;578;21.94;9;5;2;5
5;1047;68.07;23;8;3;3
1;448;33.91;22;7;6;3
1;1818;41.92;24;10;5;1
5;1165;60.37;6;1;3;2
2;41;57.98;19;3;7;5
2;117;21.92;27;7;1;3
1;1076;17.16;4;6;7;4
3;495;32.24;29;7;1;2
3;1038;10.43;27;8;6;0
6;1537;45.46;13;11;0;4
1;190;3.13;15;2;3;2
6;665;49.96;5;0;1;3
6;575;8.37;5;10;2;3
4;1401;100.85;14;11;1;4
1;1115;2.22;22;1;4;0
4;410;61.68;3;3;3;4
5;787;42.92;1;4;8;4
1;1684;45.73;13;6;3;0
5;1038;34.82;22;7;10;1
5;1503;82.27;11;11;6;5
3;1654;13.32;13;2;4;1
5;1040;95.23;20;1;2;0
1;440;96.08;30;9;7;4
4;488;42.93;20;2;6;5
1;1739;85.77;25;5;7;3
3;1757;36.34;11;1;0;2
3;202;51.95;28;1;2;3
5;664;89.45;18;5;6;5
1;479;93.21;30;7;2;3
1;729;62.51;4;6;5;4
4;1110;48.88;13;11;1;2
3;959;13.09;19;1;8;5
2;1283;25.75;21;9;9;3
2;648;93.5;9;6;1;1
3;1141;68.5;30;8;3;2
1;252;84.04;26;2;7;4
1;424;33.46;4;4;5;0
2;1657;24.86;24;4;2;2
1;1451;84.78;27;0;2;0
2;421;89.65;5;7;2;4
6;1046;82.86;13;2;8;4
1;219;56.51;30;5;5;4
3;587;56.62;14;7;5;0
3;591;83.8;28;8;6;0
5;508;75.38;19;4;4;0
4;604;45.23;26;6;4;4
5;719;24.34;26;10;7;2
3;1020;69.96;18;1;9;0
6;1151;63.01;23;9;3;0
6;1105;69.88;20;11;5;4
5;694;58.2;8;10;7;3
1;444;45.93;18;5;5;0
2;123;70.76;28;6;8;1
5;430;58.18;6;9;8;5
4;1321;35.37;13;5;2;1
3;67;56.95;5;2;8;4
3;470;41.33;7;3;2;4
1;968;79.53;25;3;7;3
5;1487;78.87;20;11;0;3
5;1458;60.95;4;2;0;5
3;703;91.45;4;9;3;5
1;1298;83.37;8;10;1;4
5;442;88.16;24;11;4;1
6;788;2.13;12;9;7;1
3;449;5.42;29;11;9;2
1;1793;6.57;1;5;2;0
5;764;18.06;9;5;6;5
1;1460;92.31;11;7;5;0
4;1496;56.74;20;7;4;4
5;582;2.69;20;7;7;0
4;574;51.64;7;7;0;4
6;1059;64.89;24;8;7;0
2;518;89.16;29;10;2;0
5;1496;4.11;30;11;5;0
5;1678;88.95;21;5;6;3
2;1700;11.5;18;9;8;5
1;623;66.98;15;1;10;4
1;142;4.57;6;1;5;3
1;1688;26.18;9;3;1;2
1;1160;87.13;21;8;1;1
3;92;73.53;6;6;10;5
1;1796;92.61;7;7;6;4
1;859;11.46;6;3;5;3
3;939;78.27;13;9;5;1
6;1455;35.64;26;4;5;5
2;589;47.15;24;8;2;5
2;609;83.46;7;9;1;3
5;562;11.2;22;7;7;3
6;1358;76.01;11;10;5;4
3;67;80.79;7;5;10;4
2;382;77.07;10;4;5;0
6;27;1.09;11;4;6;0
4;1578;89.04;10;1;10;2
2;864;36.6;7;9;6;0
2;439;52.97;29;3;7;2
2;982;23.03;27;6;4;2
6;192;58.15;9;4;5;0
4;213;14.21;16;5;1;0
2;1225;39.49;29;2;5;4
4;1362;53.32;17;6;5;0
6;114;70.48;15;9;4;3
2;1282;10.07;29;8;4;0
5;1411;96.1;19;11;3;4
2;1319;59.09;29;2;3;4
6;1487;98.55;22;5;6;5
4;1238;81.89;21;3;4;0
1;1432;29.75;5;8;7;3
1;280;56.54;16;1;3;1
2;9;86.85;16;10;3;5
3;1801;43.73;16;8;6;1
6;149;60.36;17;3;2;4
5;1487;74.15;29;4;2;0
6;748;44.84;22;2;10;5
3;538;18.86;16;10;4;1
5;752;65.58;4;11;3;5
3;1671;39.77;27;6;5;2
1;1410;75.73;10;11;6;1
5;1391;9.01;17;1;7;1
5;166;76.28;10;0;6;0
6;1669;94.17;8;11;6;2
4;959;36.27;14;10;10;0
3;1162;22.2;30;4;8;0
2;1154;47.58;20;7;8;5
4;1894;45.77;1;6;0;4
6;766;61.67;21;4;6;0
3;1439;49.36;6;3;5;4
6;1383;1.41;23;10;7;4
6;459;21.01;1;5;4;2
2;1201;2.39;21;9;2;1
5;338;87.94;30;10;5;0
2;485;72.78;30;10;9;5
3;1057;25.25;14;9;0;4
6;1354;60.58;29;11;4;3
2;729;78.36;28;0;1;2
5;1617;99.73;17;10;1;1
6;1676;91.74;2;1;3;3
5;1567;15.73;26;8;9;1
1;1574;30.97;13;4;9;3
1;555;98.99;6;0;1;2
6;541;36.05;5;5;4;0
4;519;55.59;17;3;6;2
6;1687;10.05;28;1;6;5
1;689;58.04;21;6;2;5
3;1668;2.48;23;2;9;5
2;1268;52.82;10;2;6;0
2;745;98.11;27;9;3;0
3;274;41.73;9;1;5;0
3;333;19.59;29;8;6;5
6;1397;40.41;20;11;0;4
3;1500;7.32;13;5;6;1
3;790;93.69;1;7;0;0
4;9;55.48;2;10;5;5
2;18;74.43;2;11;9;5
3;256;58.36;3;5;3;5
3;857;88.99;25;3;9;5
3;643;86.27;23;1;7;0
1;543;65.33;19;9;3;5
1;1751;45.16;20;8;0;5
4;864;90.03;24;2;8;1
6;1732;52.37;11;10;9;1
1;849;32.9;15;10;7;1
3;413;9.67;16;7;2;4
2;1713;55.38;11;6;3;5
2;1273;65.11;21;6;2;5
3;1151;53.61;26;0;10;0
4;1817;13.91;6;10;8;5
3;729;59.55;15;2;0;0
5;1510;94.76;2;1;9;3
3;1906;19.76;15;9;2;0
1;900;41.12;16;7;6;5
1;365;7.73;5;6;10;2
3;1692;87.78;3;2;9;0
4;1781;90.2;22;3;10;5
1;261;79.13;27;3;4;5
2;1490;15.42;28;3;2;0
6;838;81.38;29;8;6;3
4;1480;57.19;21;8;7;5
1;256;53.46;12;1;9;5
5;1274;19.91;6;1;5;2
5;173;32.79;18;3;2;0
2;1129;75.5;19;4;4;2
2;1507;86.43;3;2;9;1
4;1380;54.14;15;8;4;2
2;912;45.31;9;6;8;4
6;1073;28.37;11;3;4;2
1;608;47.52;24;4;3;2
6;1084;20.34;17;8;0;4
1;510;93.94;24;0;5;0
3;1458;38.88;8;4;6;3
4;1090;38.06;18;9;8;2
3;1335;39.23;6;9;0;0
3;555;73.67;5;10;0;5
4;1084;93.07;3;5;0;1
3;257;25.5;22;5;6;2
3;951;83.9;29;3;6;1
5;1126;91.13;17;6;2;2
6;1722;92.66;6;3;4;4
2;1627;93.75;26;9;6;1
6;922;25.6;2;3;6;4
1;1209;12.05;11;0;7;2
3;1545;54.3;5;11;9;2
2;755;25.24;23;1;4;0
3;753;21.59;19;4;8;1
4;284;48.67;4;11;7;5
6;162;56.53;22;4;8;3
4;1652;8.06;17;0;4;3
4;1236;59.69;3;4;10;0
3;1830;22.21;26;7;4;2
1;1648;64.58;7;5;5;3
6;1045;6.93;28;8;6;4
4;1001;24.03;19;6;10;0
5;125;90.06;12;11;4;2
1;1200;48.31;3;9;10;4
2;746;21.57;25;2;7;0
2;417;81.93;9;6;3;3
4;376;78.26;21;1;9;2
6;229;73.23;7;10;1;4
6;14;61.24;5;6;2;1
4;181;17.76;12;11;9;5
5;145;21;12;2;5;5
3;878;45.72;9;4;0;0
1;477;62.7;12;6;1;0
4;32;79.08;26;11;0;4
4;1343;0.24;8;8;6;4
4;1432;36.31;9;3;9;4
1;87;18.91;8;2;3;2
1;1272;92.67;15;9;1;3
4;1614;83.3;15;2;3;3
3;1183;35.66;2;11;9;5
3;1347;26.79;26;4;0;2
4;977;79.47;16;11;7;5
5;860;21.39;24;7;5;2
4;554;40.07;8;7;6;1
5;345;46.95;2;2;0;4
4;1600;48.17;12;8;1;0
1;462;5.38;22;9;8;0
4;396;0.05;6;0;8;0
1;210;54.87;4;8;5;5
4;199;3.84;27;5;0;3
6;1413;73.81;28;8;2;3
3;1602;62.45;1;8;4;1
1;1627;9.8;20;11;0;3
4;1276;61.78;24;3;9;3
1;1174;8.64;28;6;2;1
2;684;28.87;6;3;9;3
5;885;28.54;30;4;2;4
1;636;77.59;25;5;10;4
5;267;40.85;11;10;0;5
6;1859;49.69;4;11;5;1
2;862;89.13;20;5;3;0
6;1571;64.88;5;10;8;5
4;385;11.2;21;9;3;3
2;921;55.08;2;5;6;3
3;61;97.15;14;6;8;0
4;869;22.8;11;2;4;5
4;154;104.59;7;2;3;3
4;475;48.87;28;0;9;1
1;533;23.5;1;4;1;1
3;1356;20.34;8;7;1;4
4;955;34.36;5;8;7;2
2;1505;95.4;6;4;0;2
6;482;39.77;20;4;1;0
2;584;34.77;18;10;8;3
6;1117;74.87;25;3;0;2
3;783;25.51;3;4;5;4
5;1464;54.11;8;0;9;2
3;1762;92.05;12;6;6;2
3;1560;14.21;26;1;4;1
1;1433;25.64;12;5;3;2
5;1225;3.8;10;7;10;0
5;221;8.56;16;4;3;5
5;1064;93.7;29;11;1;0
3;1395;4.73;26;3;8;0
5;191;43.66;18;8;7;2
5;1666;22.82;10;3;2;4
6;1526;35.72;16;11;8;4
2;499;17.71;22;7;0;4
2;1369;81.66;25;2;2;2
5;278;73.45;1;4;0;5
5;1016;72.04;11;3;9;3
2;1728;91.22;19;10;7;1
6;992;8.74;20;6;2;0
1;570;70.91;28;11;0;1
5;1103;59.63;29;7;2;5
4;623;32.61;17;10;1;5
4;1438;76.34;21;7;7;3
2;916;82.15;21;7;4;3
3;8;49.91;1;6;2;0
4;1645;93.02;9;6;1;0
5;1719;22.26;22;7;7;1
1;1064;42.57;22;3;0;2
1;1878;69.84;23;9;2;4
5;49;2.75;24;5;10;0
2;1220;39.81;21;10;0;1
6;1578;70.72;11;1;2;5
6;306;44.37;28;1;7;3
3;1187;14.35;2;9;1;4
1;822;20.87;23;8;4;4
1;1534;45.3;6;0;4;3
6;692;93.14;25;6;8;2
1;946;28.57;2;10;10;0
1;580;29.4;27;2;4;3
2;1614;67.59;1;9;5;5
1;1276;7.13;23;2;9;3
6;1299;30.93;25;9;2;5
4;687;52.38;2;2;4;5
6;461;52.58;16;11;8;0
3;458;5.93;21;9;6;1
5;1095;102.22;18;6;6;0
3;1658;61.43;12;6;7;4
1;756;87.22;26;4;4;3
1;788;0.04;7;10;4;2
6;1226;23.88;22;6;1;1
5;503;58.22;20;6;10;5
1;93;5.53;4;8;3;1
2;845;33.8;4;4;4;1
2;1065;79.05;3;1;3;1
1;1129;54.72;22;6;9;5
5;1290;53.36;10;1;10;5
3;626;90.35;22;10;10;2
3;735;23.8;29;8;9;3
6;593;50.51;15;7;3;1
1;423;56.33;1;8;3;5
6;1796;3.92;26;4;3;1
3;543;77.71;27;7;6;2
6;901;12.08;7;7;8;4
6;1769;46.63;9;6;6;1
1;1486;53.85;19;10;2;1
5;1436;46.5;18;1;10;3
6;450;93.42;21;8;0;1
1;1761;34.12;6;6;8;1
2;1679;76.43;1;11;2;0
2;1120;18.95;28;8;5;4
3;1453;29.16;26;7;3;2
4;291;45.61;27;4;3;0
3;1766;25.38;9;5;8;5
5;1096;50.01;1;6;7;4
2;981;58.21;24;4;5;1
3;184;22.15;24;8;3;5
3;158;8.16;2;5;10;0
4;688;86.02;7;11;1;3
5;288;3.11;27;3;4;1
5;285;91.35;5;5;1;3
1;1520;8.9;27;4;0;2
6;1656;88.97;27;8;5;1
3;440;62.82;22;10;4;1
1;1018;61.03;9;11;0;4
1;88;79.49;21;0;10;2
6;1121;64.81;2;7;6;3
1;213;3.71;26;6;6;5
3;1070;68.57;21;0;9;4
6;1253;92.2;7;5;4;3
5;810;55.07;2;5;10;5
3;1226;65;1;7;6;0
5;529;11.04;1;8;2;1
1;865;22.47;17;4;3;5
6;1607;87.65;8;1;8;0
6;1468;23.42;20;3;3;3
5;1604;102.56;16;5;2;0
6;1137;66.27;27;9;2;3
2;1567;41.76;8;10;8;2
3;1282;35.85;6;10;2;2
1;34;36.82;22;9;8;2
3;1783;75.83;15;5;0;1
3;61;61.09;22;0;10;2
5;1810;88.26;21;0;1;2
3;127;67.68;11;9;9;0
5;1868;85.39;3;8;3;3
5;1482;61.22;28;0;8;1
2;1214;34.8;21;6;9;3
6;1525;94.2;29;5;3;1
2;1214;34.68;6;10;9;5
2;1684;11.22;4;6;8;1
3;180;17.59;19;1;8;1
3;592;13.43;14;6;10;4
5;1305;57.62;8;8;6;0
5;1141;59.43;24;8;10;0
4;1377;86.32;4;9;6;5
3;684;56.62;19;9;8;5
1;580;35.97;12;2;3;0
4;207;73.61;18;1;4;4
5;217;26.39;28;5;3;4
4;1576;39.55;17;10;6;3
1;1590;26.56;16;7;2;0
4;1686;63.56;18;2;0;1
1;773;94.42;6;10;0;0
1;67;30.37;20;9;2;4
1;252;34.25;26;5;2;2
5;1564;9.3;12;10;10;3
5;1002;62.35;24;4;3;4
1;1068;100.43;16;3;2;3
6;578;16.56;16;10;3;3
2;192;7.41;19;1;2;4
6;86;40.25;30;4;0;5
4;1689;59.53;26;5;0;2
1;655;66.36;19;4;4;3
5;1304;28.06;30;9;4;5
2;1348;2.95;9;9;3;2
5;1458;38.57;4;7;3;2
1;1085;22.34;12;2;5;5
1;76;9.57;15;9;8;3
3;980;63.81;19;7;7;4
4;1754;36.35;5;4;0;1
6;1361;55.07;16;9;1;4
6;342;80.91;3;4;7;3
4;221;34.09;29;0;8;2
3;843;84.2;21;5;7;0
4;1019;70.82;17;9;2;4
6;1112;55.26;5;11;2;4
6;718;11.54;21;0;5;3
5;610;2.51;9;7;5;5
1;319;5.95;9;1;9;1
5;16;50;17;7;4;3
2;927;45.44;10;1;6;5
4;1423;1.49;26;1;1;4
4;1897;52.15;12;7;10;0
2;1202;82.07;1;4;8;4
5;1305;72.16;13;0;1;2
5;75;43.88;12;0;9;5
3;1235;83.52;2;1;4;4
5;1429;83.47;26;3;10;2
4;1731;81.16;13;9;0;4
3;1293;90.71;25;5;3;3
1;709;29.51;12;1;7;2
4;759;85.84;6;10;0;0
1;973;84.69;6;8;1;3
2;1652;77.43;22;2;3;1
5;751;25.79;4;9;5;4
6;1244;87.87;3;3;4;0
4;1395;8.44;19;10;9;4
4;804;90.66;26;11;5;4
4;1236;18.56;23;4;9;2
2;551;84.19;3;2;6;3
2;509;90.75;27;1;3;4
4;284;54.58;17;11;3;2
1;1887;1.55;12;2;1;0
5;1354;99.48;11;0;7;0
6;766;94.04;18;2;1;5
3;1269;89.13;18;0;4;1
6;211;51.66;10;3;6;3
6;1815;89.43;12;1;7;5
6;262;28.82;13;8;1;3
3;1438;104.78;26;10;2;0
4;1359;19.36;26;4;9;4
1;844;17.37;6;8;10;5
1;1250;51.71;12;3;1;3
1;1264;77.75;13;4;3;4
3;666;49.35;28;0;6;2
3;1492;83;8;3;1;4
4;482;75.1;15;4;8;3
2;631;57.37;15;5;0;4
1;661;92.88;1;0;1;2
5;1234;84.91;11;8;6;3
4;201;21.89;18;3;8;5
3;1662;14.44;20;1;5;3
1;225;12.76;23;5;10;1
5;675;48.68;24;4;5;2
2;1313;35.75;25;1;9;4
5;1215;74.22;25;5;2;1
6;688;71.88;9;1;2;3
5;614;53.73;28;9;4;4
4;117;4.47;20;9;1;4
2;1363;62.94;14;2;10;1
4;1456;29.94;26;7;9;5
4;8;39.88;16;9;7;4
6;1722;59.27;8;6;9;3
1;1223;11.88;1;10;10;1
1;494;57;4;5;6;4
6;1822;41.2;29;9;1;3
6;1712;86.85;27;2;4;2
6;1104;47.61;1;2;6;1
2;1052;28.12;26;8;9;5
6;34;18.45;8;9;0;1
6;1785;94.55;1;8;1;3
3;1412;8.35;6;11;1;0
6;1500;21.82;7;8;6;5
2;1552;38.16;1;5;4;1
1;91;72.4;20;0;0;1
2;1108;74.3;27;9;5;2
2;337;26.46;23;4;4;2
2;1485;4.02;16;7;3;2
6;272;87.17;2;10;9;3
6;957;93.47;19;10;8;2
6;38;55.06;27;10;3;5
3;550;87.24;12;6;2;3
2;987;14.5;24;6;9;4
2;356;10.36;25;5;3;1
3;1264;6.15;12;9;0;1
1;1684;15.39;1;11;4;3
5;1104;79.03;26;10;1;3
6;1887;64.24;12;8;9;1
3;1393;44.88;5;11;3;5
3;746;36.99;30;7;4;5
5;1561;16.32;22;10;0;3
2;2;88.8;27;2;2;1
3;14;55.16;27;7;8;0
5;1695;33.08;16;11;1;4
1;586;3.14;2;10;1;4
5;480;78.15;23;7;10;3
1;1264;86.27;1;5;0;5
2;665;27.68;19;0;9;4
2;643;70.33;30;11;7;4
6;1059;7.54;15;0;1;1
2;1496;52.38;19;8;3;3
1;1264;46.9;15;7;0;5
2;1441;26.62;3;2;3;3
5;356;64.1;23;9;5;3
5;1115;85.86;21;0;2;0
1;165;55.7;24;11;10;4
3;1068;84.71;2;7;10;5
4;1038;3.69;27;8;5;5
5;361;84.77;26;11;1;5
1;1122;6.8;21;4;0;4
5;1642;89.74;9;0;1;5
5;288;11.63;2;2;10;4
6;932;45.83;9;8;7;5
4;822;24.05;26;0;10;3
5;126;93.37;27;2;0;3
6;238;24.21;22;3;5;0
5;1739;55.95;12;11;2;3
5;536;17.83;8;9;1;2
4;963;2.15;27;10;6;0
6;1344;26.64;26;2;8;1
